Title,Element Name,Level
Semiconductor Processors,Public Safety and Security,2.29
Semiconductor Processors,Law and Government,0.46
Semiconductor Processors,Telecommunications,0.77
Semiconductor Processors,Communications and Media,1.81
Semiconductor Processors,Transportation,0.49
Photographic Process Workers and Processing Machine Operators,Administration and Management,2.14
Photographic Process Workers and Processing Machine Operators,Clerical,1.75
Photographic Process Workers and Processing Machine Operators,Economics and Accounting,1.2
Photographic Process Workers and Processing Machine Operators,Sales and Marketing,2.46
Photographic Process Workers and Processing Machine Operators,Customer and Personal Service,3.4
Photographic Process Workers and Processing Machine Operators,Personnel and Human Resources,1.32
Photographic Process Workers and Processing Machine Operators,Production and Processing,2.95
Photographic Process Workers and Processing Machine Operators,Food Production,0.03
Photographic Process Workers and Processing Machine Operators,Computers and Electronics,4.09
Photographic Process Workers and Processing Machine Operators,Engineering and Technology,1.35
Photographic Process Workers and Processing Machine Operators,Design,1.54
Photographic Process Workers and Processing Machine Operators,Building and Construction,0.32
Photographic Process Workers and Processing Machine Operators,Mechanical,2.97
Photographic Process Workers and Processing Machine Operators,Mathematics,2.04
Photographic Process Workers and Processing Machine Operators,Physics,0.72
Photographic Process Workers and Processing Machine Operators,Chemistry,2.53
Photographic Process Workers and Processing Machine Operators,Biology,0.06
Photographic Process Workers and Processing Machine Operators,Psychology,0.67
Photographic Process Workers and Processing Machine Operators,Sociology and Anthropology,0.62
Photographic Process Workers and Processing Machine Operators,Geography,0.25
Photographic Process Workers and Processing Machine Operators,Medicine and Dentistry,0.42
Photographic Process Workers and Processing Machine Operators,Therapy and Counseling,0.05
Photographic Process Workers and Processing Machine Operators,Education and Training,2.04
Photographic Process Workers and Processing Machine Operators,English Language,2.51
Photographic Process Workers and Processing Machine Operators,Foreign Language,0.35
Photographic Process Workers and Processing Machine Operators,Fine Arts,1.5
Photographic Process Workers and Processing Machine Operators,History and Archeology,0
Photographic Process Workers and Processing Machine Operators,Philosophy and Theology,0.12
Photographic Process Workers and Processing Machine Operators,Public Safety and Security,1.12
Photographic Process Workers and Processing Machine Operators,Law and Government,1.07
Photographic Process Workers and Processing Machine Operators,Telecommunications,0.61
Photographic Process Workers and Processing Machine Operators,Communications and Media,1.27
Photographic Process Workers and Processing Machine Operators,Transportation,0.72
Adhesive Bonding Machine Operators and Tenders,Administration and Management,2.42
Adhesive Bonding Machine Operators and Tenders,Clerical,1.46
Adhesive Bonding Machine Operators and Tenders,Economics and Accounting,1.28
Adhesive Bonding Machine Operators and Tenders,Sales and Marketing,1.83
Adhesive Bonding Machine Operators and Tenders,Customer and Personal Service,2.49
Adhesive Bonding Machine Operators and Tenders,Personnel and Human Resources,2.15
Adhesive Bonding Machine Operators and Tenders,Production and Processing,4.13
Adhesive Bonding Machine Operators and Tenders,Food Production,0.39
Adhesive Bonding Machine Operators and Tenders,Computers and Electronics,3.07
Adhesive Bonding Machine Operators and Tenders,Engineering and Technology,2.32
Adhesive Bonding Machine Operators and Tenders,Design,1.27
Adhesive Bonding Machine Operators and Tenders,Building and Construction,1.07
Adhesive Bonding Machine Operators and Tenders,Mechanical,4.05
Adhesive Bonding Machine Operators and Tenders,Mathematics,2.8
Adhesive Bonding Machine Operators and Tenders,Physics,1.48
Adhesive Bonding Machine Operators and Tenders,Chemistry,3.17
Adhesive Bonding Machine Operators and Tenders,Biology,0.41
Adhesive Bonding Machine Operators and Tenders,Psychology,2.15
Adhesive Bonding Machine Operators and Tenders,Sociology and Anthropology,1.02
Adhesive Bonding Machine Operators and Tenders,Geography,0.77
Adhesive Bonding Machine Operators and Tenders,Medicine and Dentistry,0.79
Adhesive Bonding Machine Operators and Tenders,Therapy and Counseling,0.82
Adhesive Bonding Machine Operators and Tenders,Education and Training,3.51
Adhesive Bonding Machine Operators and Tenders,English Language,3.36
Adhesive Bonding Machine Operators and Tenders,Foreign Language,0.21
Adhesive Bonding Machine Operators and Tenders,Fine Arts,0.38
Adhesive Bonding Machine Operators and Tenders,History and Archeology,0.04
Adhesive Bonding Machine Operators and Tenders,Philosophy and Theology,0.75
Adhesive Bonding Machine Operators and Tenders,Public Safety and Security,2.5
Adhesive Bonding Machine Operators and Tenders,Law and Government,0.65
Adhesive Bonding Machine Operators and Tenders,Telecommunications,0.99
Adhesive Bonding Machine Operators and Tenders,Communications and Media,0.72
Adhesive Bonding Machine Operators and Tenders,Transportation,1.55
"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Administration and Management,2.34
"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Clerical,0.66
"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Economics and Accounting,0.35
"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Sales and Marketing,0.46
"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Customer and Personal Service,1.73
"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Personnel and Human Resources,1.13
"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Production and Processing,3.45
"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Food Production,1.31
"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Computers and Electronics,0.82
"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Engineering and Technology,2.05
"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Design,0.52
"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Building and Construction,0.5
"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Mechanical,2.8
"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Mathematics,2.05
"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Physics,1.31
"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Chemistry,2.28
"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Biology,1.05
"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Psychology,3.11
"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Sociology and Anthropology,0.59
"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Geography,0.62
"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Medicine and Dentistry,0.75
"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Therapy and Counseling,0.4
"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Education and Training,2.25
"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",English Language,2.61
"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Foreign Language,0.75
"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Fine Arts,0.09
"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",History and Archeology,0.2
"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Philosophy and Theology,0.22
"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Public Safety and Security,1.42
"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Law and Government,0.41
"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Telecommunications,0.29
"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Communications and Media,0.33
"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Transportation,0.46
Cooling and Freezing Equipment Operators and Tenders,Administration and Management,2.55
Cooling and Freezing Equipment Operators and Tenders,Clerical,1.57
Cooling and Freezing Equipment Operators and Tenders,Economics and Accounting,1.09
Cooling and Freezing Equipment Operators and Tenders,Sales and Marketing,1.01
Cooling and Freezing Equipment Operators and Tenders,Customer and Personal Service,1.69
Cooling and Freezing Equipment Operators and Tenders,Personnel and Human Resources,0.88
Cooling and Freezing Equipment Operators and Tenders,Production and Processing,2.86
Cooling and Freezing Equipment Operators and Tenders,Food Production,3.8
Cooling and Freezing Equipment Operators and Tenders,Computers and Electronics,2.54
Cooling and Freezing Equipment Operators and Tenders,Engineering and Technology,3.05
Cooling and Freezing Equipment Operators and Tenders,Design,2.88
Cooling and Freezing Equipment Operators and Tenders,Building and Construction,2.4
Cooling and Freezing Equipment Operators and Tenders,Mechanical,3.66
Cooling and Freezing Equipment Operators and Tenders,Mathematics,2.74
Cooling and Freezing Equipment Operators and Tenders,Physics,2.43
Cooling and Freezing Equipment Operators and Tenders,Chemistry,3.14
Cooling and Freezing Equipment Operators and Tenders,Biology,1.22
Cooling and Freezing Equipment Operators and Tenders,Psychology,1.69
Cooling and Freezing Equipment Operators and Tenders,Sociology and Anthropology,0.85
Cooling and Freezing Equipment Operators and Tenders,Geography,0.34
Cooling and Freezing Equipment Operators and Tenders,Medicine and Dentistry,0.14
Cooling and Freezing Equipment Operators and Tenders,Therapy and Counseling,0.67
Cooling and Freezing Equipment Operators and Tenders,Education and Training,2.99
Cooling and Freezing Equipment Operators and Tenders,English Language,2.94
Cooling and Freezing Equipment Operators and Tenders,Foreign Language,1.28
Cooling and Freezing Equipment Operators and Tenders,Fine Arts,0
Cooling and Freezing Equipment Operators and Tenders,History and Archeology,0.57
Cooling and Freezing Equipment Operators and Tenders,Philosophy and Theology,0.55
Cooling and Freezing Equipment Operators and Tenders,Public Safety and Security,2.69
Cooling and Freezing Equipment Operators and Tenders,Law and Government,1.33
Cooling and Freezing Equipment Operators and Tenders,Telecommunications,0.89
Cooling and Freezing Equipment Operators and Tenders,Communications and Media,1.44
Cooling and Freezing Equipment Operators and Tenders,Transportation,0.72
Etchers and Engravers,Administration and Management,3.06
Etchers and Engravers,Clerical,2.3
Etchers and Engravers,Economics and Accounting,0.89
Etchers and Engravers,Sales and Marketing,2.28
Etchers and Engravers,Customer and Personal Service,3.44
Etchers and Engravers,Personnel and Human Resources,1.75
Etchers and Engravers,Production and Processing,4.61
Etchers and Engravers,Food Production,0
Etchers and Engravers,Computers and Electronics,3.17
Etchers and Engravers,Engineering and Technology,3
Etchers and Engravers,Design,2.82
Etchers and Engravers,Building and Construction,0.2
Etchers and Engravers,Mechanical,3.33
Etchers and Engravers,Mathematics,2.82
Etchers and Engravers,Physics,0.44
Etchers and Engravers,Chemistry,2.25
Etchers and Engravers,Biology,0.19
Etchers and Engravers,Psychology,0.46
Etchers and Engravers,Sociology and Anthropology,0.1
Etchers and Engravers,Geography,0.31
Etchers and Engravers,Medicine and Dentistry,0
Etchers and Engravers,Therapy and Counseling,0.05
Etchers and Engravers,Education and Training,2.37
Etchers and Engravers,English Language,2.7
Etchers and Engravers,Foreign Language,1.07
Etchers and Engravers,Fine Arts,1.95
Etchers and Engravers,History and Archeology,0.16
Etchers and Engravers,Philosophy and Theology,0.42
Etchers and Engravers,Public Safety and Security,1.55
Etchers and Engravers,Law and Government,1.69
Etchers and Engravers,Telecommunications,1.08
Etchers and Engravers,Communications and Media,1.62
Etchers and Engravers,Transportation,1.18
"Stone Cutters and Carvers, Manufacturing",Administration and Management,3.47
"Stone Cutters and Carvers, Manufacturing",Clerical,1.5
"Stone Cutters and Carvers, Manufacturing",Economics and Accounting,1.33
"Stone Cutters and Carvers, Manufacturing",Sales and Marketing,1.91
"Stone Cutters and Carvers, Manufacturing",Customer and Personal Service,2.26
"Stone Cutters and Carvers, Manufacturing",Personnel and Human Resources,2.31
"Stone Cutters and Carvers, Manufacturing",Production and Processing,2.71
"Stone Cutters and Carvers, Manufacturing",Food Production,0.3
"Stone Cutters and Carvers, Manufacturing",Computers and Electronics,2.41
"Stone Cutters and Carvers, Manufacturing",Engineering and Technology,2.27
"Stone Cutters and Carvers, Manufacturing",Design,3.3
"Stone Cutters and Carvers, Manufacturing",Building and Construction,2.4
"Stone Cutters and Carvers, Manufacturing",Mechanical,3.05
"Stone Cutters and Carvers, Manufacturing",Mathematics,3.52
"Stone Cutters and Carvers, Manufacturing",Physics,1.63
"Stone Cutters and Carvers, Manufacturing",Chemistry,2.85
"Stone Cutters and Carvers, Manufacturing",Biology,0.37
"Stone Cutters and Carvers, Manufacturing",Psychology,0.7
